,0,1,2,source
534,bitter tea - my teeth,leave indentations,in the polystyrene cup,sballas
535,to write as simply,as you pick,a single blade of grass,sballas
536,"each day less light,",the smell of printer's ink,on the morning newspaper,sballas
537,"first snow,",the eyes of the sparrows,sharp and bright,sballas
538,during the rainstorm,the child's colouring-in,becomes more intense,sballas
539,winter's end-,a folded poem,stops the window rattling,sballas
540,"the storm passes,",sunlight,on the back of a sheep,sballas
541,"red red hibiscus,",its stamen casts,a purple shadow,sballas
542,the old broom,sweeps away,bits of itself,sballas
543,a raindrop,riding a spider's thread,leaf tip to leaf tip,sballas
544,aquajogging,the instructor's toenails,painted blue,sballas
545,arthritis,the dog chews,an old bone,sballas
546,cheerleaders,the synchronized bounce,of pony-tails,sballas
547,end of a stalk,the caterpillar climbs,a ladder of air,sballas
548,fallow field,the frosted shadow,of a scarecrow,sballas
549,landing in her lap,a scroll of bark,from the eucalypt,sballas
550,losing track,of my thoughts the flight,of a butterfly,sballas
551,my mouth,"full of fingers, the dentist",asks about holidays,sballas
552,sunny day,butter melting,on sweet corn cobs,sballas
553,bringing,this sky inside,breath,sballas
554,heat of the night,the folded stillness,of a rescued moth,sballas
555,pear blossom,where the old white horse,used to stand,sballas
556,approaching summer,the paths of the cattle,through the dew,sballas
557,new moon and star,just the slightest curve,of her belly,sballas
558,surf mist,the salt of a grief,without tears,sballas
559,frolicking,in the disused cow pond,two dragonflies,sballas
560,end of summer term,students' duties removed,from the whiteboard,sballas
561,on the battlefield,i find half a button,slimed with moss,sballas
562,gathering storm,the scent of lavender,across the fence,sballas
563,chinese busker -,the notes of his bone flute,carried on the wind,sballas
564,ghost town,the empty highway,into the hills,sballas
565,under my hand,slow sweep,of a horse's mane,sballas
566,first frost,the camper van,on blocks,sballas
567,gloomy day,the farmer's motorbike light,on the flooded field,sballas
568,summer dawn,the runners' footsteps,past the window,sballas
569,above ancient,fortifications,transmitting antenna,sballas
570,after your,telephone call,the rain,sballas
571,just the retriever's,nose above the stick -,flight of wading birds,sballas
572,wrecked ship,beside the memorial,a starfish,sballas
573,midnight thirst,drinking from cupped hands,- a moth's closed wings,sballas
574,in her bedroom,all her lovers,only photographs,sballas
575,on the front lawn,trying to fly his kite -,the wind won't,sballas
576,tartan umbrella,my own bright roof,in the alleyway,sballas
577,hurting me more,the departure,of my son's lover,sballas
578,sheltering also,this sandfly,on my hand,sballas
579,southerly storm,we give the old ewe a hand,with her last triplet,sballas
580,shy girl in the doorway,impaled on ranks,of friendly eyes,sballas
581,strewn on the road,a six-pack of beer,and a teddy bear,sballas
582,adventure playground,grandma is stuck,in the fort's entrance,sballas
583,between the playmate's breasts,a squashed cockroach,,sballas
584,wedding photo -,towering over the groom,the bride's son,sballas
585,floating,round the jetty's end -,marigolds and a condom,sballas
586,harvesting pears,all the street's children,arrive to help,sballas
587,tngrs,bhnd th bk shds -,txtg,sballas
588,moon eclipse,meeting our shy neighbour,for the first time,sballas
589,tea with mother-in-law? -,condescension,clouding the view,sballas
590,washing,my mother's breasts,we both giggle,sballas
591,climbing motuara -,a saddleback darts,under my breath,sballas
592,after the storm,the garden flooded,with light,sballas
593,family christmas -,sharpening,all the knives,sballas
594,the fields of flanders?-,the rich red,of the cemetery gates,sballas
595,waiting at the airport,the beaming smile,someone else's husband,sballas
596,melting snow,from the cowshed,the tang of silage,sballas
597,christmas eve? -,the merry flashing,of brake-lights,sballas
598,lawyer's office -,she adds three kisses,to the divorce settlement,sballas
599,mountain-side -,the train climbs its own,sound,sballas
600,circus dwarf -,so high above his hand,the red balloon,sballas
601,wedding ring worn thin,she kneads dough,in autumn sunlight,sballas
602,attic dust,finding my mother's,footsteps,sballas
603,in,the empty billboard frame,the whole mountain,sballas
604,past the manikin,the girl with the same,pout,sballas
605,dusk -,up to my ears,in birdsong,sballas
606,boarding house porch -,a lone male,lights up,sballas
608,lost tour bus,between fences,in landscape road,sballas
609,hissing line to china ...,your reply's,delay,sballas
610,amish joke,old-style string-base bed,only for unwanted guests,sballas
613,carter polishing hooves,crouches out,of camera shot,sballas
614,admires the new handbag,on the window sill,then rangitoto's fuji,sballas
615,new moon,more brilliant than the colour,of my lamp lit hair,sballas
616,again imagining drifts,on a stream through,bridge shadow,sballas
617,silver paper glints ...,her death's anniversary,origami cranes,sballas
618,muddy circle,measured in the snow,by a dog's chain,sballas
619,shifting house,hokusai's,rolled up on the floor,sballas
620,friend's dog,shakes the avon river,all over our lunch,sballas
621,a little frown,on my wife's face,unpeeled chestnuts,sballas
622,bright winter day,tattoo'd man takes a child's hand,across the street,sballas
623,the little girl,lifts her eyebrows,orchid scent,sballas
624,the wind dies,wet paint,smudged on glass,sballas
625,xmas lilies,on the white tablecloth,child licks the bowl,sballas
626,mountain track,the marks of it,on his wedding ring,sballas
627,wind over water,so easily the cormorant,one to the other,sballas
628,better than ever,in my neighbour's garden,my old roses,sballas
629,backyard cricket,dad and i pick up,the kitchen window,sballas
630,midday shimmer,the elderly umpire,closes one eye,sballas
631,tea break,a sparrow at point fossicks,among the seed-heads,sballas
632,bouncing ball,beating the giggling boy,down the zig-zag,sballas
634,winter morning,the lame goose lagging a little,behind its gaggle,sballas
635,for tonight enough,the stars ...,the black sky,sballas
636,catching the rainbow,on a floating thread ...,a new-born spider,sballas
637,gentle touch -,a grasshopper's feet,crossing my own,sballas
638,distant fog-horns,long cries,of the sea-birds,sballas
639,the cat's fur,bringing in,the smell of the hayfield,sballas
640,old man's stick on the path,chip ... chip...,chip-p...chip-p...chip-p...,sballas
641,"lilac flowers, so fleeting,","yet so loved,",in spring they're everywhere,sballas
642,prize chrysanthemum,you have written your own haiku;,you don't need mine,sballas
643,macrocarpa shade,lengthens over the hill-slope:,autumn afternoon,sballas
644,stacking firewood,scent,of the old forest,sballas
645,watch out for stings,when eating wild honey,or reading haiku,sballas
646,between breaths,following the white,of this butterfly,sballas
647,drifting evensong,pine needles cloistered,in fresh snow,sballas
648,heartsick . . .,the floxgloves of my childhood,out of reach,sballas
649,first winter's day,i slip into,his gumboots,sballas
650,coming home,to an empty house,so many stars,sballas
651,winter afternoon,one empty space,in the library carpark,sballas
652,navigating,these country roads,the curl of her hair,sballas
653,day moon,hoof prints litter,the beach track,sballas
654,heat shimmer,a heron drinks,from the horse trough,sballas
655,sun-soaked sky . . .,seeking out the wisdom,of beach glass,sballas
656,summer heat,overripe plums spill,into a bowl,sballas
657,lamp light,buddha's features,flicker,sballas
658,as she turns to leave,my mother's,girlish smile,sballas
659,talk of suicide -,mother and daughter,on the way home,sballas
660,on an embankment,three chinese,gather chestnuts,sballas
661,shorter days ...,wizened grapes,cling to the vine,sballas
662,a man alone,on a porch ...,smoke unfurling,sballas
663,voices of india,from a kitchen window,smell of curry,sballas
664,autumn tide,the geese changing shape,over an old wharf,sballas
665,after lambing -,sheep,with trailers,sballas
666,late evening,an approaching star,becomes a helicopter,sballas
667,ducklings,file across the road,cars scatter,sballas
668,shooting season,the village pond,alive with ducks,sballas
669,driving behind a school bus,pupils signal,with their fingers,sballas
670,almost spring,snowflakes,weep on my shoulder,sballas
671,a blind man fishing -,seagulls,loot his bait box,sballas
672,winter camping,footprints end,at the yellow snow,sballas
673,health centre aquarium,at the bottom,a dead goldfish,sballas
674,going through customs,a chef,the sniffer dog pauses,sballas
675,on the parched earth,hawk's shadow:,war-planes over iraq,sballas
676,putting on weight,the one-walk-a-week dog,from paekakariki,sballas
677,on the deck,abandoned dog biscuits -,and a marble,sballas
678,your tears at the airport,now it's raining,in la,sballas
679,divorced poets,share,the same page,sballas
680,"your ""freedom"" -",costing us,the earth,sballas
681,minute's silence:,through the loudspeakers,children's voices,sballas
682,butterfly's first flight :,sparrow's breakfast,,sballas
683,our last day,together,first daffodil,sballas
684,after the storm,a fallen pine -,first flower on the kowhai,sballas
685,tapping,the boatshed wall,a boat,sballas
686,a giant rimu falls,within an hour,rain,sballas
687,years later,off the pier,the same few boys fishing,sballas
688,ex-junkie -,two bags,in his teacup,sballas
689,into the stillness,a neighbour shovels,gravel,sballas
690,op shop,pepper grinder,even has pepper,sballas
691,shadows,on the chess board,becoming fewer,sballas
692,city dump,a little boy finds,an old speech bubble,sballas
693,an ambulance,fades with the distance . . .,sometimes . . .,sballas
694,crowded lift,no raising,of eyes,sballas
695,tonight,as you left,only half a moon,sballas
696,postal box,letting go,that letter,sballas
697,kite string,unwinding,the wind,sballas
698,chemotherapy,putting on a brave face,as she loses her hair,sballas
699,canterbury nor'wester,the cat stretched,under the geraniums,sballas
701,formal dinner,the forgotten savour,of etiquette,sballas
702,nativity scene,angel,waving to grandma,sballas
703,riverbank,lined with hats,whitebait season,sballas
704,south road,crosses on a fence,where a family ended,sballas
705,nobody home,the evangelists,talk to the dog,sballas
706,first love,the secret her face,tells everyone,sballas
707,late walk,beach and moon,the same curve,sballas
708,all the notes,in the skylark's song,sky blue,sballas
709,sandflies,tiny bits,of buddha,sballas
710,summer ice,the shopkeeper,bangs his scoop,sballas
711,magnolia shade,cicadas,in both ears,sballas
